PatientID,Name,SSN,PhoneNumber,Email,InsuranceID,Gender,DateOfBirth,Age,Diagnosis,TreatmentPlan,Medications,LabResults,Allergies,LastVisitDate,DoctorAssigned,Notes,DataDeletionRequested
449,Melissa Ross,138-71-6303,(723)850-1662x2583,anthonyday@example.org,FeR-1789471,Female,2010-09-15,4,Depression,Wide usually hour world.,Albuterol,"{""WBC"": 7477.8, ""Hgb"": 14.0, ""Platelets"": 349.2, ""Glucose"": 83.2}",Peanuts,2025-10-19,Heather Carson,Young southern notice bring hotel against push fund system spring.,False
450,Timothy Crawford,490-84-9089,+1-682-879-5258,deborah44@example.com,jWa-2466332,Female,1962-05-09,12,COPD,Least describe dark tough light bag put notice.,Hydrochlorothiazide,"{""WBC"": 8659.5, ""Hgb"": 16.9, ""Platelets"": 317.5, ""Glucose"": 110.8}",Latex,2026-02-25,Angela Holmes,Quickly remember game field student skin consider without.,False
451,Michael Watkins,290-49-0876,276.899.9716x442,keith30@example.org,mUq-0621068,Male,1966-06-10,83,Obesity,Your husband back allow senior.,"Lisinopril, Gabapentin","{""WBC"": 9964.6, ""Hgb"": 14.8, ""Platelets"": 228.2, ""Glucose"": 86.1}",Penicillin,2025-06-06,Brandi Flores,Actually begin not lay knowledge vote body movement design generation contain agent.,False
452,Jacob Miller,775-71-8454,(328)394-3392x909,nathanriggs@example.org,aHb-4621220,Male,1965-03-09,34,Anxiety,High within culture focus seven fill.,"Omeprazole, Amlodipine","{""WBC"": 7402.4, ""Hgb"": 16.9, ""Platelets"": 337.1, ""Glucose"": 99.2}",Peanuts,2025-10-08,Anna Wood,Example simple capital business animal into than along lot.,False
453,Spencer Griffith,723-50-3594,561-637-2470x4188,amylewis@example.com,rtP-4683285,Male,1958-09-06,98,Diabetes,Pull grow agency condition what.,"Gabapentin, Amlodipine","{""WBC"": 10471.3, ""Hgb"": 16.8, ""Platelets"": 257.1, ""Glucose"": 127.1}",Shellfish,2025-06-10,Rachel Zavala,Choice however seat ability he travel try carry child car detail garden.,False
454,Mary Hubbard,815-07-5209,+1-631-817-6004x9021,danielharris@example.net,hUp-9198298,Male,1992-08-21,89,Obesity,Attorney away might little.,"Omeprazole, Simvastatin","{""WBC"": 7339.4, ""Hgb"": 15.2, ""Platelets"": 294.3, ""Glucose"": 129.1}",None,2025-11-03,Kathryn Hall,Mouth situation write available someone material process prevent decide newspaper.,True
455,Gary Sanders,039-13-6432,(652)321-8164x236,schmidtpeter@example.org,iep-7969587,Other,1978-02-14,28,COPD,Firm turn foot box.,Omeprazole,"{""WBC"": 4785.3, ""Hgb"": 15.7, ""Platelets"": 385.6, ""Glucose"": 76.8}",None,2025-07-03,Todd Calderon,Fall training condition new glass visit if enter.,False
456,Eric Richardson,081-83-7055,565.727.8598x842,selena56@example.net,jWs-5454172,Male,1947-12-17,54,Diabetes,Force until common as.,Levothyroxine,"{""WBC"": 10279.2, ""Hgb"": 15.0, ""Platelets"": 328.7, ""Glucose"": 104.9}",Pollen,2025-11-26,Jamie Howard,Site behavior possible base study trouble cover land school.,False
457,Crystal Cook,343-44-2807,001-372-377-7708x7769,romerowilliam@example.org,BLD-2318103,Other,1949-07-08,26,Obesity,Cultural among others material.,"Atorvastatin, Amlodipine","{""WBC"": 8083.7, ""Hgb"": 16.3, ""Platelets"": 368.0, ""Glucose"": 138.4}",None,2026-02-09,Kathryn Wade,Prevent administration important too those measure why despite probably really assume.,False
458,Christine David,801-27-4186,(211)736-6965x892,sandraherring@example.org,YIS-4718356,Male,1969-11-03,54,Obesity,Truth plant do.,"Levothyroxine, Atorvastatin","{""WBC"": 5988.7, ""Hgb"": 16.9, ""Platelets"": 237.3, ""Glucose"": 87.6}",Peanuts,2025-08-11,Rhonda Lewis,Miss professional hard company risk then return final drive region president agent.,True
459,Tyler Johns,310-13-2049,(905)809-8921,robertgarcia@example.com,zKV-8157414,Male,1993-10-05,70,Anxiety,Little finish certainly task glass everything.,"Lisinopril, Atorvastatin","{""WBC"": 9746.1, ""Hgb"": 12.3, ""Platelets"": 245.2, ""Glucose"": 117.8}",Pollen,2025-05-12,Jonathan Burns,Four quality skill explain I pass society.,False
460,Scott Ford,092-68-6177,001-618-403-1995x7249,edward32@example.com,rvC-0378460,Male,2009-09-10,14,Depression,Hospital market recent it.,"Amlodipine, Gabapentin","{""WBC"": 4178.6, ""Hgb"": 13.6, ""Platelets"": 398.1, ""Glucose"": 88.2}",Latex,2025-05-18,Ruth Garner,Quality for population day million game near call first I three wish.,False
461,Michael Trujillo,893-71-6468,(937)968-5683x6631,steven09@example.com,YQL-2429516,Other,2014-11-02,46,Hypothyroidism,Him science above beat many suggest week.,Lisinopril,"{""WBC"": 5187.9, ""Hgb"": 14.9, ""Platelets"": 156.5, ""Glucose"": 81.1}",Shellfish,2025-11-21,James Holt,Indicate source mind week fire fight both authority price skin degree begin.,False
462,Joanna Donaldson,074-55-8285,(566)562-0592,uthomas@example.net,vVw-7645186,Other,2014-02-27,98,Depression,Character system doctor manage woman traditional.,"Hydrochlorothiazide, Metformin, Lisinopril","{""WBC"": 5269.5, ""Hgb"": 17.4, ""Platelets"": 300.9, ""Glucose"": 127.3}",None,2026-02-10,James Warren,Return bit seem service shoulder once describe weight.,False
463,Meghan Bennett,268-40-1616,+1-446-895-8151x1259,nataliecook@example.org,vGt-6422917,Other,1972-06-25,43,Diabetes,Position right imagine animal admit voice past.,"Omeprazole, Atorvastatin","{""WBC"": 9251.5, ""Hgb"": 13.6, ""Platelets"": 294.5, ""Glucose"": 125.1}",Penicillin,2025-04-29,Richard White,Benefit national growth charge travel include hour letter by student professor decade behavior.,False
464,Bruce Rodriguez,501-38-9999,001-399-623-8098x7308,lanemarilyn@example.org,Rhz-2188879,Male,1977-02-02,44,Anxiety,Something goal across lay particularly agent difficult.,"Gabapentin, Lisinopril","{""WBC"": 9076.4, ""Hgb"": 12.3, ""Platelets"": 174.3, ""Glucose"": 80.7}",Latex,2025-11-12,Benjamin Ward,Reflect herself husband agree describe part step focus.,False
465,Kevin Freeman,200-59-8489,466-393-1822,brendathompson@example.net,rIH-5709146,Female,2023-11-24,67,Depression,Marriage good easy among.,"Gabapentin, Omeprazole, Levothyroxine","{""WBC"": 10255.1, ""Hgb"": 14.3, ""Platelets"": 240.7, ""Glucose"": 90.9}",Peanuts,2025-08-27,James Sullivan,Expert cost night federal raise as indicate tell wind despite.,False
466,Renee Nunez,313-32-3651,001-316-531-5027x051,fvasquez@example.org,VjI-3575488,Male,1933-01-30,12,Hypertension,Language military property baby.,Albuterol,"{""WBC"": 5101.6, ""Hgb"": 12.6, ""Platelets"": 387.8, ""Glucose"": 93.6}",Peanuts,2025-04-12,Jay Allen,Travel picture figure accept skin respond fire chance resource.,False
467,Brian Powell,697-13-5900,322.467.1571,dustinburns@example.net,Cfp-4058262,Male,2001-03-02,22,Obesity,Prepare rather stand class line million energy.,Metformin,"{""WBC"": 4534.5, ""Hgb"": 12.7, ""Platelets"": 252.1, ""Glucose"": 107.2}",None,2026-02-05,Carl Baker,Wish dog short improve teach nor.,True
468,Stacy Vance,551-49-1516,(310)778-3757,anthonythompson@example.com,vuC-3302514,Male,1935-06-16,79,Obesity,Cut dog letter administration service.,"Gabapentin, Omeprazole, Simvastatin","{""WBC"": 6674.5, ""Hgb"": 12.2, ""Platelets"": 268.0, ""Glucose"": 111.8}",Shellfish,2025-03-08,Craig Bennett,Oil begin support hotel allow certainly high serious.,False
469,Jessica Giles,244-60-8260,692-796-2688x48929,jeffreybrown@example.net,MUz-8058934,Male,1966-06-26,36,Anxiety,Administration office cup list go visit two anyone.,"Metformin, Albuterol, Simvastatin","{""WBC"": 8144.3, ""Hgb"": 16.8, ""Platelets"": 177.5, ""Glucose"": 114.5}",Pollen,2025-08-30,Catherine Thompson,Culture although reach hundred draw author forget.,True
470,Lisa Dunn,076-20-1286,(905)230-7681,jon21@example.net,rxt-1517637,Female,1979-02-14,98,Migraine,Miss life mouth then reduce.,"Hydrochlorothiazide, Levothyroxine, Amlodipine","{""WBC"": 4478.2, ""Hgb"": 17.0, ""Platelets"": 323.1, ""Glucose"": 113.9}",Peanuts,2026-02-06,Judith Leonard,Consider card short address government relationship young analysis hair buy question require.,False
471,Beth Sloan,659-48-8734,001-771-703-6522x38793,wintersmichael@example.com,WyM-3486243,Female,1984-04-02,95,Diabetes,Move between gas kind project.,Albuterol,"{""WBC"": 4358.9, ""Hgb"": 15.8, ""Platelets"": 390.5, ""Glucose"": 129.7}",Peanuts,2025-05-05,Allison Zavala,Hospital risk cold its bank data box our six wait accept music.,False
472,David Miller,871-97-5759,(869)721-2562x8751,wilsonadam@example.com,EFJ-5713690,Other,1947-12-20,21,Obesity,Drug move sense medical treat pull member treatment.,"Hydrochlorothiazide, Amlodipine","{""WBC"": 7350.1, ""Hgb"": 13.2, ""Platelets"": 256.1, ""Glucose"": 102.4}",Penicillin,2025-07-28,Kristine Davis,Call child remain religious relate seem anything couple much accept according image.,False
473,Don Cannon,160-48-3564,527.761.9400x6677,rbishop@example.com,xQG-7150612,Other,1950-11-14,94,Depression,Maybe phone believe gun cell.,"Gabapentin, Albuterol","{""WBC"": 4390.9, ""Hgb"": 17.0, ""Platelets"": 304.1, ""Glucose"": 70.9}",None,2025-06-09,Taylor Lynn,Listen catch religious fish town everything worker can cold time.,False
474,Jay Anthony,800-96-9706,623.428.5443,bennettallison@example.net,LcM-6283789,Other,1933-06-13,7,Anxiety,Decide care evening president increase.,"Lisinopril, Atorvastatin, Levothyroxine","{""WBC"": 4633.9, ""Hgb"": 14.4, ""Platelets"": 347.8, ""Glucose"": 82.8}",Latex,2025-11-22,Lori Turner,Family because light media opportunity top for work establish past past little teach.,True
475,Jonathan Cannon,005-13-0586,913-325-8370x3791,joseph24@example.org,oqu-9253317,Other,1986-02-10,54,Hypertension,Into article idea ability.,Levothyroxine,"{""WBC"": 9511.1, ""Hgb"": 12.2, ""Platelets"": 313.2, ""Glucose"": 82.4}",None,2026-02-02,Megan Wood,Voice in old health certain off one house.,False
476,Betty Steele,041-15-1812,533.526.9733x1994,yolandamcgee@example.net,Cme-1877461,Other,1949-07-09,31,COPD,Data manager build role time.,Levothyroxine,"{""WBC"": 9936.1, ""Hgb"": 14.9, ""Platelets"": 209.2, ""Glucose"": 103.1}",Penicillin,2025-06-20,Ann Ho,Make Congress owner important today school source risk turn card prove.,True
477,Margaret Riggs,686-71-5963,(818)422-2027,bradley38@example.net,Srk-2142439,Male,2024-08-28,24,Hypothyroidism,Will wrong off.,Levothyroxine,"{""WBC"": 10734.9, ""Hgb"": 15.6, ""Platelets"": 308.9, ""Glucose"": 139.6}",None,2025-06-20,Keith Thompson,Source think analysis take best across.,False
478,James Grant,753-40-9659,900.796.2534x7495,jennifer36@example.org,QuQ-0482450,Female,2024-01-14,53,Diabetes,All model son cause himself food economic.,"Amlodipine, Simvastatin","{""WBC"": 4400.4, ""Hgb"": 15.5, ""Platelets"": 268.3, ""Glucose"": 121.8}",Latex,2025-04-16,Daniel Lucas,Street interest time learn set performance song.,False
479,Emily Mason,051-85-1403,(562)220-2199,johnsonthomas@example.org,XNf-2028553,Male,1940-08-30,24,COPD,Important head sometimes blood reach indicate.,Gabapentin,"{""WBC"": 10390.8, ""Hgb"": 14.1, ""Platelets"": 346.1, ""Glucose"": 109.4}",Penicillin,2025-11-12,Justin Shaw,Across which public too would general laugh already visit pass analysis position important.,True
480,Rebecca Murphy,058-65-9015,001-635-215-2813x70517,esilva@example.com,sda-1132340,Male,1937-11-30,82,Depression,We grow new significant.,Simvastatin,"{""WBC"": 6803.4, ""Hgb"": 12.5, ""Platelets"": 150.3, ""Glucose"": 102.7}",Latex,2025-10-12,Susan Rojas,Worker film box under sometimes body ball put.,False
481,Joshua Savage,288-12-8357,(697)303-0738x158,npierce@example.com,xEk-8553742,Male,1955-07-02,41,Asthma,Mean build finally manager space.,"Lisinopril, Hydrochlorothiazide, Atorvastatin","{""WBC"": 8880.7, ""Hgb"": 15.1, ""Platelets"": 261.9, ""Glucose"": 125.8}",Peanuts,2025-09-07,Bryan Cole,Use tend player year nation recognize shake result what.,False
482,Douglas Rowe,245-07-3523,+1-667-754-1054,stricklandtyler@example.net,Wtr-5514970,Male,1968-09-06,29,Diabetes,Long central animal oil prevent Democrat.,"Albuterol, Simvastatin","{""WBC"": 5014.9, ""Hgb"": 17.1, ""Platelets"": 321.8, ""Glucose"": 110.9}",Peanuts,2025-10-31,Ryan Jackson,Unit good run truth affect leave price.,True
483,Patrick Harris,072-84-2137,956.750.4944x183,nfields@example.com,jiq-6389114,Male,1991-09-21,48,Depression,Store of full late.,"Simvastatin, Atorvastatin","{""WBC"": 6819.7, ""Hgb"": 15.4, ""Platelets"": 301.9, ""Glucose"": 119.2}",Peanuts,2026-01-10,Lauren Jones,Hit happy finally lot sell answer.,True
484,Melissa White,051-80-3108,9384938358,flynnjason@example.net,cpb-7629667,Female,2009-07-24,22,Asthma,Economy accept other consumer.,Hydrochlorothiazide,"{""WBC"": 10990.2, ""Hgb"": 16.1, ""Platelets"": 353.8, ""Glucose"": 115.7}",Shellfish,2025-03-10,Casey Kelley,Response fight measure picture wide well case get indicate.,False
485,Lisa Blackburn,627-10-4506,(904)408-0696x18808,christinaday@example.org,pDJ-0097376,Other,1980-01-04,82,Anxiety,Teach age campaign get soon child.,"Omeprazole, Simvastatin, Albuterol","{""WBC"": 8036.4, ""Hgb"": 12.8, ""Platelets"": 216.0, ""Glucose"": 83.2}",Pollen,2025-10-05,Gregory Martinez,Democratic success call movement interesting last friend thought.,False
486,Beverly Lang,170-89-2255,495-624-5759x934,carriebradley@example.com,nKJ-4835610,Other,1925-12-16,17,Obesity,Deal no hair ten beautiful development particularly dream.,"Albuterol, Hydrochlorothiazide, Amlodipine","{""WBC"": 6190.6, ""Hgb"": 15.3, ""Platelets"": 263.9, ""Glucose"": 102.3}",None,2025-09-28,Aaron Michael,Page truth still type final important charge.,False
487,Cindy Walker,419-78-3654,(930)904-9305,lyonskrystal@example.org,wzC-2082622,Male,2009-01-29,49,Obesity,Politics left way culture set.,Gabapentin,"{""WBC"": 5334.7, ""Hgb"": 17.2, ""Platelets"": 305.6, ""Glucose"": 121.1}",Latex,2025-05-12,Carol Adams,Baby begin upon ahead effort religious state smile newspaper social.,True
488,Barbara Martinez,043-97-4713,5772531271,gaildaniel@example.org,RZw-3475482,Male,1929-08-17,16,Migraine,Require table include add.,"Atorvastatin, Simvastatin, Albuterol","{""WBC"": 7221.5, ""Hgb"": 15.1, ""Platelets"": 373.1, ""Glucose"": 103.2}",Pollen,2025-09-15,Aaron Johnson,Sell thank hold more drug adult behavior discussion enough election across million.,True
489,Alyssa Koch,196-88-5864,(216)871-6493x06166,thomasferguson@example.net,LeT-7471885,Other,2004-03-18,85,Asthma,Chair whose loss have across drive notice.,"Hydrochlorothiazide, Omeprazole","{""WBC"": 9622.7, ""Hgb"": 16.0, ""Platelets"": 298.3, ""Glucose"": 77.6}",None,2026-01-10,Sabrina Fisher,Beyond listen find role hundred capital hotel offer actually little type personal pull.,False
490,Ruth Bennett,181-43-8978,001-767-270-3034x56112,ismith@example.net,Vpt-7711232,Male,1981-11-27,87,Depression,Difficult feeling cell style country loss often.,Omeprazole,"{""WBC"": 5310.8, ""Hgb"": 17.2, ""Platelets"": 399.6, ""Glucose"": 106.9}",Shellfish,2026-01-05,Jesse Hernandez,Difference single policy even audience behind me glass someone operation board maintain recently.,True
491,Deborah Cole,655-32-7124,801.917.0817x27794,bowersbradley@example.org,yjo-5016399,Female,1943-10-15,19,Hypothyroidism,Newspaper ground act best fund already.,"Omeprazole, Atorvastatin","{""WBC"": 8798.1, ""Hgb"": 17.5, ""Platelets"": 289.0, ""Glucose"": 84.0}",Shellfish,2025-03-20,John Dawson,Suggest able town drive former guy forget give economic glass spend.,False
492,Jeffrey Dixon,812-14-0557,333.515.3954x965,bookerethan@example.org,MSx-7314319,Other,1935-04-13,11,Arthritis,Group dream however and.,"Atorvastatin, Levothyroxine, Albuterol","{""WBC"": 9491.3, ""Hgb"": 12.1, ""Platelets"": 230.3, ""Glucose"": 113.4}",Peanuts,2025-03-21,Sharon Roberts,Different recognize walk there herself his which wish industry recognize standard morning deep.,False
493,Dennis Little,800-21-0893,5845207775,xklein@example.net,vSb-8616428,Other,1977-10-23,100,COPD,Unit house newspaper around.,"Omeprazole, Gabapentin, Albuterol","{""WBC"": 4052.8, ""Hgb"": 15.7, ""Platelets"": 268.8, ""Glucose"": 133.8}",Latex,2025-09-25,Andrew Herrera,Single explain indicate necessary whatever play kitchen with end matter yes various.,True
494,Amy Dominguez,329-58-8316,(631)769-4071x97724,harrisonbelinda@example.com,WUf-8577265,Other,1999-07-29,52,COPD,Serve east blue term.,Hydrochlorothiazide,"{""WBC"": 8860.2, ""Hgb"": 12.9, ""Platelets"": 205.7, ""Glucose"": 139.1}",None,2025-09-11,Diane Espinoza,Let city anyone note administration follow up sister Mr turn sometimes laugh.,False
495,Angela Valenzuela,873-11-0006,359.843.0492,jamesholt@example.net,SQI-5402658,Male,2007-07-07,14,COPD,Employee common way attorney example but poor game.,Omeprazole,"{""WBC"": 6936.6, ""Hgb"": 14.2, ""Platelets"": 375.7, ""Glucose"": 84.5}",Shellfish,2025-12-25,Chase Allison,Treat phone on manager face through everybody.,False
496,Melissa Perez,458-60-7250,+1-284-403-9129,rachel91@example.net,LSh-3602064,Female,1952-08-27,6,Arthritis,Second song many important cost.,"Levothyroxine, Hydrochlorothiazide","{""WBC"": 10452.2, ""Hgb"": 14.9, ""Platelets"": 363.7, ""Glucose"": 108.5}",Shellfish,2025-05-25,Lee Reeves Jr.,Believe opportunity quite industry answer light character.,False
497,Emma Gates,306-22-8844,001-672-555-9945x60798,adambarnes@example.net,GTd-3889883,Female,1993-08-07,56,Hypertension,Sort seek report.,"Omeprazole, Levothyroxine","{""WBC"": 8643.6, ""Hgb"": 15.5, ""Platelets"": 342.2, ""Glucose"": 120.5}",Shellfish,2025-10-14,Amber Rogers,Analysis image nature establish cover politics three thousand different.,True
498,Tara Sandoval,893-11-1830,(248)992-0245x19083,margaret12@example.com,NVO-4942917,Other,2003-04-07,81,Anxiety,National song condition pressure point.,"Hydrochlorothiazide, Albuterol, Lisinopril","{""WBC"": 4541.8, ""Hgb"": 14.9, ""Platelets"": 300.2, ""Glucose"": 72.8}",Latex,2025-12-15,Carrie Perez,But name person success environmental somebody.,False
499,Sue Hart,505-66-9067,(328)559-6271,ian39@example.org,zjF-8287092,Male,1999-09-08,66,Diabetes,Expect thus picture.,Gabapentin,"{""WBC"": 5152.2, ""Hgb"": 16.1, ""Platelets"": 153.4, ""Glucose"": 108.2}",None,2026-02-05,John White,Agency after section red social billion easy try green product part compare responsibility.,True
500,Jane Cunningham,807-03-9525,001-859-455-9698,msmith@example.org,geS-7926090,Male,1941-10-31,99,Hypertension,When wall image reduce tree west happen.,Levothyroxine,"{""WBC"": 6919.5, ""Hgb"": 16.8, ""Platelets"": 216.5, ""Glucose"": 93.6}",Peanuts,2025-08-15,Joel Taylor,Shake board behavior real stage how speak.,False
